1.22	0.42	-0.32	11040
1.22	0.42	-0.32	15176
1.32	0.32	-0.43	19328
1.32	0.32	-0.43	23468
1.32	0.32	-0.43	27608
1.29	0.19	-0.55	31744
1.29	0.19	-0.55	35884
1.12	0.05	-0.61	40028
1.12	0.05	-0.61	44164
1.10	-0.02	-0.66	48332
1.10	-0.02	-0.66	55888
1.02	-0.06	-0.65	60056
1.02	-0.06	-0.65	64224
1.02	-0.06	-0.65	68396
0.93	-0.06	-0.64	72572
0.93	-0.06	-0.64	76736
0.78	-0.06	-0.67	80904
0.78	-0.06	-0.67	85068
0.55	-0.07	-0.74	89236
0.55	-0.07	-0.74	93404
0.55	-0.07	-0.74	97568
0.33	-0.12	-0.82	101744
0.33	-0.12	-0.82	105956
0.14	-0.24	-1.12	110184
0.14	-0.24	-1.12	114396
0.14	-0.24	-1.12	118628
-0.09	-0.18	-1.08	122868
-0.09	-0.18	-1.08	127120
-0.24	-0.10	-1.08	131368
-0.24	-0.10	-1.08	135616
-0.24	-0.10	-1.08	142620
-0.33	-0.01	-1.06	146868
-0.43	0.06	-1.05	151076
-0.43	0.06	-1.05	155280
-0.43	0.06	-1.05	159484
-0.46	0.07	-1.02	163692
-0.46	0.07	-1.02	167896
-0.46	0.05	-1.00	172100
-0.46	0.05	-1.00	176304
-0.46	0.05	-1.00	180504
-0.44	0.02	-0.99	184704
-0.44	0.02	-0.99	188904
-0.44	-0.00	-1.01	193148
-0.44	-0.00	-1.01	197384
-0.44	-0.00	-1.01	201636
-0.41	-0.01	-1.01	205884
-0.41	-0.01	-1.01	210136
-0.36	-0.01	-0.99	214376
-0.36	-0.01	-0.99	218620
-0.34	-0.02	-0.99	222864
-0.34	-0.02	-0.99	229884
-0.26	0.04	-0.93	234096
-0.26	0.04	-0.93	238304
-0.26	0.04	-0.93	242516
-0.20	0.09	-0.90	246708
-0.20	0.09	-0.90	250900
-0.11	0.25	-0.79	255116
-0.11	0.25	-0.79	259332
0.01	0.27	-0.76	263504
0.01	0.27	-0.76	267672
0.01	0.27	-0.76	271848
0.16	0.26	-0.74	276028
0.16	0.26	-0.74	280200
0.32	0.27	-0.74	284376
0.32	0.27	-0.74	288560
0.32	0.27	-0.74	292740
0.50	0.27	-0.76	296912
0.50	0.27	-0.76	301080
0.65	0.24	-0.78	305260
0.65	0.24	-0.78	309428
0.77	0.16	-0.86	316352
0.77	0.16	-0.86	320528
0.87	0.13	-0.91	324708
0.87	0.13	-0.91	328884
0.87	0.13	-0.91	333060
0.92	0.09	-0.90	337216
0.92	0.09	-0.90	341376
0.98	0.10	-0.90	345540
0.98	0.10	-0.90	349696
0.98	0.10	-0.90	353856
0.99	0.09	-0.87	358020
0.99	0.09	-0.87	362184
0.99	0.09	-0.85	366360
0.99	0.09	-0.85	370536
0.99	0.09	-0.85	374700
0.94	0.06	-0.83	378868
0.94	0.06	-0.83	383040
0.86	0.05	-0.85	387212
0.86	0.05	-0.85	391376
0.86	0.05	-0.85	395544
0.78	0.04	-0.84	402464
0.68	0.00	-0.89	406632
0.68	0.00	-0.89	410792
0.68	0.00	-0.89	414952
0.53	-0.00	-0.94	419152
0.53	-0.00	-0.94	423352
0.38	-0.04	-1.00	427560
0.38	-0.04	-1.00	431764
0.38	-0.04	-1.00	435968
0.14	-0.02	-1.03	440184
0.14	-0.02	-1.03	444396
-0.04	-0.02	-1.14	448648
-0.04	-0.02	-1.14	452892
-0.04	-0.02	-1.14	457140
-0.17	0.00	-1.17	461340
-0.17	0.00	-1.17	465540
-0.23	0.03	-1.17	469752
-0.23	0.03	-1.17	473972
-0.23	0.03	-1.17	478188
-0.28	0.05	-1.16	482408
-0.28	0.05	-1.16	489380
-0.32	0.06	-1.17	493596
-0.32	0.06	-1.17	497816
-0.33	0.07	-1.15	502032
-0.33	0.07	-1.15	506248
-0.30	0.08	-1.12	510460
-0.30	0.08	-1.12	514672
-0.30	0.08	-1.12	518880
-0.26	0.07	-1.10	523092
-0.26	0.07	-1.10	527304
-0.23	0.08	-1.08	531508
-0.23	0.08	-1.08	535720
-0.18	0.11	-1.04	539932
-0.18	0.11	-1.04	544148
-0.18	0.11	-1.04	548368
-0.14	0.12	-1.02	552584
-0.14	0.12	-1.02	556800
-0.09	0.12	-1.01	561020
-0.09	0.12	-1.01	565228
-0.09	0.12	-1.01	569444
-0.01	0.15	-0.98	576432
0.07	0.17	-0.96	580600
0.07	0.17	-0.96	584764
0.07	0.17	-0.96	588936
0.17	0.20	-0.94	593100
0.17	0.20	-0.94	597268
0.27	0.22	-0.92	601436
0.27	0.22	-0.92	605612
0.27	0.22	-0.92	609788
0.42	0.21	-0.89	613964
0.42	0.21	-0.89	618136
0.51	0.21	-0.89	622308
0.51	0.21	-0.89	626484
0.51	0.21	-0.89	630660
0.61	0.20	-0.88	634828
0.61	0.20	-0.88	639000
0.73	0.19	-0.87	643180
0.73	0.19	-0.87	647356
0.73	0.19	-0.87	651532
0.80	0.13	-0.87	655700
0.80	0.13	-0.87	662628
0.87	0.11	-0.86	666800
0.87	0.11	-0.86	670972
0.91	0.07	-0.79	675140
0.91	0.07	-0.79	679304
0.96	0.05	-0.79	683468
0.96	0.05	-0.79	687636
0.96	0.05	-0.79	691800
0.88	0.04	-0.77	695960
0.88	0.04	-0.77	700132
0.79	0.06	-0.86	704296
0.79	0.06	-0.86	708472
0.79	0.06	-0.86	712636
0.65	0.08	-0.89	716804
0.65	0.08	-0.89	720968
0.58	0.12	-0.93	725148
0.58	0.12	-0.93	729324
0.58	0.12	-0.93	733500
0.50	0.16	-0.97	737668
0.50	0.16	-0.97	741844
0.57	0.17	-1.00	746012
0.57	0.17	-1.00	752992
0.48	0.14	-0.90	757156
0.48	0.14	-0.90	761328
0.41	0.14	-0.84	765508
0.41	0.14	-0.84	769680
0.41	0.14	-0.84	773856
0.37	0.14	-1.03	778036
0.37	0.14	-1.03	782216
0.21	0.16	-0.91	786388
0.21	0.16	-0.91	790564
0.21	0.16	-0.91	794744
0.14	0.18	-0.90	798912
0.14	0.18	-0.90	803084
0.10	0.20	-0.91	807248
0.10	0.20	-0.91	811412
0.10	0.20	-0.91	815584
0.10	0.18	-0.92	819756
0.10	0.18	-0.92	823920
0.07	0.19	-0.92	828088
0.07	0.19	-0.92	832260
0.07	0.19	-0.92	839200
0.06	0.19	-0.91	843364
0.04	0.22	-0.90	847520
0.04	0.22	-0.90	851680
0.04	0.22	-0.90	855844
0.04	0.25	-0.88	860020
0.04	0.25	-0.88	864188
0.06	0.26	-0.88	868356
0.06	0.26	-0.88	872524
0.06	0.26	-0.88	876700
0.05	0.23	-0.90	880868
0.05	0.23	-0.90	885032
0.05	0.23	-0.90	889192
0.05	0.23	-0.90	893352
0.05	0.23	-0.90	897516
0.04	0.20	-0.93	901684
0.04	0.20	-0.93	905840
0.03	0.18	-0.94	910004
0.03	0.18	-0.94	914176
0.03	0.18	-0.94	918352
0.07	0.16	-0.96	922520
0.08	0.14	-0.98	929444
0.08	0.14	-0.98	933604
0.08	0.14	-0.98	937768
0.11	0.13	-0.98	941952
0.11	0.13	-0.98	946128
0.16	0.13	-0.98	950300
0.16	0.13	-0.98	954480
0.16	0.13	-0.98	958656
0.23	0.08	-1.00	962820
0.23	0.08	-1.00	966980
0.28	0.03	-1.02	971152
0.28	0.03	-1.02	975328
0.28	0.03	-1.02	979500
0.30	-0.00	-1.06	983700
0.30	-0.00	-1.06	987900
0.32	-0.06	-1.09	992112
0.32	-0.06	-1.09	996320
0.33	-0.12	-1.15	1000552
0.33	-0.12	-1.15	1004816
0.33	-0.12	-1.15	1009092
0.34	-0.15	-1.13	1016140
0.34	-0.15	-1.13	1020404
0.36	-0.17	-1.17	1024672
0.36	-0.17	-1.17	1028944
0.37	-0.19	-1.18	1033204
0.37	-0.19	-1.18	1037472
0.39	-0.16	-1.14	1041740
0.39	-0.16	-1.14	1046004
0.39	-0.16	-1.14	1050268
0.39	-0.13	-1.11	1054540
0.39	-0.13	-1.11	1058808
0.38	-0.10	-1.10	1063064
0.38	-0.10	-1.10	1067312
0.38	-0.10	-1.10	1071564
0.41	-0.05	-1.05	1075820
0.41	-0.05	-1.05	1080076
0.40	0.01	-1.08	1084280
0.40	0.01	-1.08	1088488
0.28	0.10	-1.11	1092712
0.28	0.10	-1.11	1099712
0.19	0.18	-1.18	1103932
0.19	0.18	-1.18	1108164
0.19	0.18	-1.18	1112384
0.09	0.30	-1.19	1116600
0.09	0.30	-1.19	1120820
-0.01	0.41	-1.15	1125072
-0.01	0.41	-1.15	1129332
-0.02	0.49	-1.03	1133584
-0.02	0.49	-1.03	1137840
-0.02	0.49	-1.03	1142092
0.07	0.50	-0.83	1146304
0.07	0.50	-0.83	1150512
0.04	0.52	-0.74	1154720
0.04	0.52	-0.74	1158940
0.04	0.52	-0.74	1163152
-0.02	0.50	-0.79	1167396
-0.02	0.50	-0.79	1171648
-0.02	0.41	-0.85	1175900
-0.02	0.41	-0.85	1182912
-0.07	0.35	-0.88	1187160
-0.07	0.35	-0.88	1191416
-0.10	0.33	-0.85	1195668
-0.10	0.33	-0.85	1199924
-0.10	0.33	-0.85	1204180
-0.11	0.32	-0.83	1208440
-0.11	0.32	-0.83	1212700
-0.12	0.31	-0.84	1216960
-0.12	0.31	-0.84	1221220
-0.12	0.31	-0.84	1225472
-0.09	0.30	-0.85	1229728
-0.09	0.30	-0.85	1233968
-0.04	0.30	-0.87	1238216
-0.04	0.30	-0.87	1242460
-0.04	0.32	-0.93	1246712
-0.04	0.32	-0.93	1250960
-0.04	0.32	-0.93	1255220
-0.01	0.35	-0.97	1259468
-0.01	0.35	-0.97	1266480
0.01	0.36	-1.01	1270696
0.01	0.36	-1.01	1274912
0.07	0.40	-1.03	1279128
0.07	0.40	-1.03	1283336
0.14	0.40	-1.05	1287544
