0.14	0.40	-1.05	1291760
0.14	0.40	-1.05	1295972
0.20	0.24	-0.92	1300176
0.20	0.24	-0.92	1304388
0.25	0.21	-0.90	1308600
0.25	0.21	-0.90	1312816
0.25	0.21	-0.90	1317032
0.30	0.14	-0.92	1321244
0.30	0.14	-0.92	1325456
0.35	0.09	-0.92	1329660
0.35	0.09	-0.92	1333864
0.35	0.09	-0.92	1338068
0.39	0.05	-0.90	1342276
0.39	0.05	-0.90	1346476
0.46	-0.03	-0.95	1367120
0.47	-0.07	-0.97	1371368
0.47	-0.07	-0.97	1375616
0.47	-0.10	-0.99	1379864
0.47	-0.10	-0.99	1384108
0.47	-0.10	-0.99	1388368
0.47	-0.07	-0.95	1392620
0.47	-0.07	-0.95	1396876
0.50	-0.06	-0.96	1401120
0.50	-0.06	-0.96	1405364
0.50	-0.06	-0.96	1409608
0.50	-0.01	-0.94	1413848
0.50	-0.01	-0.94	1418096
0.50	0.02	-0.92	1422300
0.50	0.02	-0.92	1426504
0.50	0.07	-0.92	1430720
0.50	0.07	-0.92	1434928
0.50	0.07	-0.92	1439132
0.50	0.15	-0.88	1443348
0.50	0.15	-0.88	1450868
0.49	0.14	-0.91	1455088
0.49	0.14	-0.91	1459308
0.47	0.12	-0.91	1463528
0.47	0.12	-0.91	1467748
0.44	0.16	-0.86	1471968
0.44	0.16	-0.86	1476184
0.44	0.16	-0.86	1480400
0.43	0.18	-0.86	1484616
0.43	0.18	-0.86	1488832
0.38	0.19	-0.88	1493044
0.38	0.19	-0.88	1497268
0.38	0.19	-0.88	1501484
0.33	0.20	-0.90	1505688
0.33	0.20	-0.90	1509896
0.27	0.19	-0.93	1514112
0.27	0.19	-0.93	1518320
0.27	0.19	-0.93	1522544
0.21	0.20	-0.96	1526752
0.21	0.20	-0.96	1530960
0.16	0.20	-0.98	1537952
0.16	0.20	-0.98	1542160
0.13	0.20	-1.00	1546376
0.13	0.20	-1.00	1550588
0.09	0.20	-1.07	1554796
0.09	0.20	-1.07	1559004
0.09	0.20	-1.07	1563216
0.07	0.17	-1.11	1567432
0.07	0.17	-1.11	1571652
0.05	0.14	-1.14	1575872
0.05	0.14	-1.14	1580088
0.09	0.12	-1.16	1584320
0.09	0.12	-1.16	1588540
0.09	0.12	-1.16	1592760
0.11	0.09	-1.19	1596984
0.11	0.09	-1.19	1601196
0.13	0.05	-1.21	1605424
0.13	0.05	-1.21	1609644
0.13	0.05	-1.21	1613860
0.17	0.02	-1.22	1620844
0.21	-0.02	-1.21	1625108
0.21	-0.02	-1.21	1629372
0.21	-0.02	-1.21	1633632
0.26	-0.01	-1.15	1637888
0.26	-0.01	-1.15	1642144
0.28	0.00	-1.11	1646356
0.28	0.00	-1.11	1650564
0.28	0.00	-1.11	1654772
0.27	-0.04	-1.15	1659036
0.27	-0.04	-1.15	1663300
0.27	-0.04	-1.14	1667556
0.27	-0.04	-1.14	1671812
0.27	-0.04	-1.14	1676064
0.32	-0.01	-1.08	1680312
0.32	-0.01	-1.08	1684568
0.38	0.04	-1.01	1688780
0.38	0.04	-1.01	1692988
0.38	0.12	-0.96	1697208
0.38	0.12	-0.96	1701432
0.37	0.21	-0.89	1708412
0.37	0.21	-0.89	1712636
0.37	0.21	-0.89	1716856
0.40	0.20	-0.88	1721056
0.40	0.20	-0.88	1725268
0.41	0.19	-0.88	1729484
0.41	0.19	-0.88	1733700
0.39	0.23	-0.84	1737924
0.39	0.23	-0.84	1742136
0.39	0.23	-0.84	1746352
0.39	0.26	-0.81	1750572
0.39	0.26	-0.81	1754784
0.39	0.23	-0.82	1759012
0.39	0.23	-0.82	1763232
0.39	0.23	-0.82	1767448
0.39	0.22	-0.82	1771672
0.39	0.22	-0.82	1775892
0.37	0.21	-0.82	1780108
0.37	0.21	-0.82	1784324
0.37	0.21	-0.82	1791300
0.35	0.19	-0.83	1795516
0.34	0.17	-0.84	1799740
0.34	0.17	-0.84	1803948
0.34	0.17	-0.84	1808172
0.31	0.17	-0.87	1812388
0.31	0.17	-0.87	1816608
0.27	0.16	-0.90	1820828
0.27	0.16	-0.90	1825044
0.27	0.16	-0.90	1829252
0.23	0.16	-0.94	1833468
0.23	0.16	-0.94	1837688
0.18	0.14	-0.97	1841900
0.18	0.14	-0.97	1846124
0.14	0.12	-0.99	1850340
0.14	0.12	-0.99	1854560
0.14	0.12	-0.99	1858776
0.12	0.11	-1.01	1862996
0.12	0.11	-1.01	1867228
0.13	0.09	-1.02	1871448
0.13	0.09	-1.02	1878424
0.16	0.05	-1.06	1882632
1.00	-61.64	3.99	1886904
0.16	0.05	-1.06	1891116
0.17	0.03	-1.05	1895328
0.17	0.03	-1.05	1899536
0.17	0.00	-1.06	1903748
0.17	0.00	-1.06	1907952
0.18	-0.01	-1.08	1912204
0.18	-0.01	-1.08	1916452
0.18	-0.01	-1.08	1920696
0.20	-0.05	-1.08	1924940
0.20	-0.05	-1.08	1929184
0.21	-0.07	-1.09	1933444
0.21	-0.07	-1.09	1937692
0.21	-0.07	-1.09	1941944
0.23	-0.09	-1.11	1946208
0.23	-0.09	-1.11	1950464
0.23	-0.05	-1.10	1954728
0.23	-0.05	-1.10	1961744
0.21	-0.04	-1.09	1965992
0.21	-0.04	-1.09	1970240
0.22	-0.02	-1.07	1974500
0.22	-0.02	-1.07	1978748
0.22	-0.02	-1.07	1983004
0.25	0.02	-1.04	1987224
0.25	0.02	-1.04	1991444
0.28	0.06	-1.01	1995660
0.28	0.06	-1.01	1999876
0.29	0.15	-0.96	2004100
0.29	0.15	-0.96	2008332
0.29	0.15	-0.96	2012544
0.31	0.23	-0.90	2016756
0.31	0.23	-0.90	2020968
0.35	0.19	-0.94	2025176
0.35	0.19	-0.94	2029404
0.35	0.19	-0.94	2033616
0.35	0.20	-0.93	2037828
0.35	0.20	-0.93	2042044
0.34	0.26	-0.91	2049036
0.34	0.26	-0.91	2053256
0.33	0.24	-0.92	2057468
0.33	0.24	-0.92	2061688
0.34	0.23	-0.94	2065908
0.34	0.23	-0.94	2070120
0.34	0.23	-0.94	2074336
0.34	0.25	-0.94	2078560
0.34	0.25	-0.94	2082772
0.32	0.27	-0.94	2087004
0.32	0.27	-0.94	2091224
0.32	0.27	-0.94	2095444
0.32	0.26	-0.93	2099660
0.32	0.26	-0.93	2103880
0.31	0.25	-0.94	2108100
0.31	0.25	-0.94	2112320
0.31	0.23	-0.95	2116536
0.31	0.23	-0.95	2120756
0.31	0.23	-0.95	2124984
0.32	0.21	-0.97	2143820
0.28	0.14	-1.01	2148040
0.28	0.14	-1.01	2152260
0.28	0.14	-1.01	2156480
0.26	0.12	-1.03	2160700
0.26	0.12	-1.03	2164928
0.23	0.10	-1.08	2169136
0.23	0.10	-1.08	2173348
0.23	0.10	-1.08	2177556
0.22	0.08	-1.12	2181776
0.22	0.08	-1.12	2186004
0.23	0.06	-1.13	2190232
0.23	0.06	-1.13	2194456
0.24	0.05	-1.13	2198676
0.24	0.05	-1.13	2202892
0.24	0.05	-1.13	2207104
0.24	0.04	-1.14	2211324
0.24	0.04	-1.14	2215544
0.23	0.03	-1.15	2219756
0.23	0.03	-1.15	2223988
0.23	0.03	-1.15	2230960
0.25	0.02	-1.15	2235188
0.24	0.02	-1.13	2239408
0.24	0.02	-1.13	2243628
0.24	0.02	-1.13	2247852
0.25	0.03	-1.12	2252076
0.25	0.03	-1.12	2256300
0.24	0.05	-1.12	2260524
0.24	0.05	-1.12	2264732
0.24	0.05	-1.12	2268960
0.23	0.06	-1.09	2273172
0.23	0.06	-1.09	2277388
0.25	0.05	-1.09	2281608
0.25	0.05	-1.09	2285816
0.25	0.05	-1.09	2290036
0.26	0.07	-1.06	2294256
0.26	0.07	-1.06	2298472
0.26	0.10	-1.04	2302688
0.26	0.10	-1.04	2306912
0.25	0.14	-1.00	2311128
0.25	0.14	-1.00	2318132
0.26	0.14	-0.97	2322352
0.26	0.14	-0.97	2326564
0.26	0.14	-0.97	2330788
0.29	0.14	-0.95	2335000
0.29	0.14	-0.95	2339216
0.30	0.18	-0.92	2343428
0.30	0.18	-0.92	2347636
0.30	0.18	-0.92	2351848
0.23	0.11	-0.87	2356080
0.23	0.11	-0.87	2360300
0.19	0.05	-0.90	2364508
0.19	0.05	-0.90	2368712
0.21	0.03	-0.87	2372920
0.21	0.03	-0.87	2377132
0.21	0.03	-0.87	2381340
0.21	0.10	-0.86	2385552
0.21	0.10	-0.86	2389764
0.20	0.09	-0.88	2393976
0.20	0.09	-0.88	2400936
0.19	0.07	-0.92	2405156
0.19	0.07	-0.92	2409368
0.21	0.07	-0.94	2413576
0.21	0.07	-0.94	2417792
0.21	0.07	-0.94	2422004
0.23	0.09	-0.98	2426212
0.23	0.09	-0.98	2430428
0.22	0.09	-0.99	2434640
0.22	0.09	-0.99	2438848
0.22	0.09	-0.99	2443060
0.22	0.09	-1.00	2447268
0.22	0.09	-1.00	2451472
0.20	0.09	-1.01	2455684
0.20	0.09	-1.01	2459888
0.20	0.09	-1.01	2464096
0.19	0.09	-1.02	2468308
0.19	0.09	-1.02	2472520
0.18	0.07	-1.03	2476728
0.18	0.07	-1.03	2480940
0.19	0.07	-1.04	2487908
0.19	0.07	-1.04	2492120
0.19	0.05	-1.04	2496336
0.19	0.05	-1.04	2500548
0.19	0.05	-1.04	2504760
0.19	0.04	-1.03	2508980
0.19	0.04	-1.03	2513188
0.19	0.03	-1.05	2517400
0.19	0.03	-1.05	2521612
0.19	0.03	-1.05	2525824
0.19	0.03	-1.05	2530036
0.19	0.03	-1.05	2534260
0.21	0.06	-1.02	2538480
0.21	0.06	-1.02	2542700
0.23	0.05	-1.03	2546912
0.23	0.05	-1.03	2551128
0.23	0.05	-1.03	2555344
0.24	0.06	-1.02	2559560
0.24	0.06	-1.02	2563776
0.25	0.08	-1.01	2567988
0.25	0.08	-1.01	2574984
0.27	0.09	-0.99	2579200
0.27	0.09	-0.99	2583420
0.31	0.15	-0.94	2587632
0.31	0.15	-0.94	2591856
0.31	0.15	-0.94	2596068
0.35	0.17	-0.94	2600284
0.35	0.17	-0.94	2604504
0.37	0.15	-0.96	2608716
0.37	0.15	-0.96	2612928
0.37	0.15	-0.96	2617144
0.37	0.19	-0.93	2621360
0.37	0.19	-0.93	2625576
0.39	0.20	-0.92	2629792
0.39	0.20	-0.92	2634004
0.39	0.20	-0.92	2638212
0.41	0.19	-0.92	2642428
0.41	0.19	-0.92	2646640
0.42	0.18	-0.93	2650856
0.42	0.18	-0.93	2657844
0.39	0.18	-0.93	2662056
0.39	0.18	-0.93	2666280
0.36	0.16	-0.94	2670496
0.36	0.16	-0.94	2674712
0.36	0.16	-0.94	2678932
0.37	0.16	-0.94	2683148
0.37	0.16	-0.94	2687360
0.35	0.15	-0.97	2691576
0.35	0.15	-0.97	2695792
0.35	0.15	-0.97	2700004
0.33	0.16	-0.97	2704232
0.33	0.16	-0.97	2708448
0.32	0.14	-0.99	2712672
0.32	0.14	-0.99	2716888
0.30	0.14	-1.00	2721096
0.30	0.14	-1.00	2725308
0.30	0.14	-1.00	2729524
0.29	0.15	-0.99	2733732
0.29	0.15	-0.99	2737960
0.27	0.15	-0.99	2744936
0.27	0.15	-0.99	2749148
0.25	0.12	-1.01	2753380
0.25	0.12	-1.01	2757600
0.23	0.12	-1.01	2761824
0.23	0.12	-1.01	2766044
0.23	0.12	-1.01	2770264
0.22	0.12	-1.03	2774484
0.22	0.12	-1.03	2778708
0.19	0.10	-1.05	2782920
0.19	0.10	-1.05	2787128
0.19	0.10	-1.05	2791340
0.18	0.09	-1.06	2795548
0.18	0.09	-1.06	2799764
0.17	0.07	-1.06	2803980
0.17	0.07	-1.06	2808196
0.17	0.07	-1.06	2812412
0.16	0.07	-1.06	2816628
0.16	0.07	-1.06	2820836
0.17	0.09	-1.03	2825060
0.17	0.09	-1.03	2832024
0.18	0.07	-1.02	2836252
0.18	0.07	-1.02	2840464
0.20	0.06	-1.02	2844672
0.20	0.06	-1.02	2848888
0.20	0.06	-1.02	2853096
0.23	0.08	-1.01	2857312
0.23	0.08	-1.01	2861532
0.24	0.07	-1.01	2865748
0.24	0.07	-1.01	2869964
0.24	0.07	-1.01	2874172
0.26	0.09	-1.00	2878376
0.26	0.09	-1.00	2882588
0.27	0.15	-0.97	2886808
0.27	0.15	-0.97	2891024
0.30	0.14	-0.97	2895236
0.30	0.14	-0.97	2899448
0.30	0.14	-0.97	2903656
0.32	0.12	-1.00	2907876
0.32	0.12	-1.00	2912104
0.33	0.15	-0.97	2919080
0.33	0.15	-0.97	2923304
0.33	0.15	-0.96	2927520
0.33	0.15	-0.96	2931732
0.36	0.14	-0.96	2935952
0.36	0.14	-0.96	2940168
0.36	0.14	-0.96	2944384
0.40	0.15	-0.96	2948596
0.40	0.15	-0.96	2952804
0.41	0.15	-0.97	2957024
0.41	0.15	-0.97	2961252
0.41	0.15	-0.97	2965472
0.40	0.14	-0.97	2969684
0.40	0.14	-0.97	2973900
0.40	0.14	-0.97	2978108
0.40	0.14	-0.97	2982316
0.40	0.14	-0.97	2986532
0.39	0.14	-0.98	2990740
0.39	0.14	-0.98	2994960
0.37	0.14	-0.99	3001952
0.37	0.14	-0.99	3006164
0.34	0.12	-0.99	3010400
0.34	0.12	-0.99	3014612
0.33	0.12	-1.00	3018844
0.33	0.12	-1.00	3023064
0.33	0.12	-1.00	3027284
0.34	0.14	-1.00	3031496
0.34	0.14	-1.00	3035716
0.32	0.14	-1.01	3039936
0.32	0.14	-1.01	3044160
0.31	0.14	-1.01	3048380
0.31	0.14	-1.01	3052600
0.31	0.14	-1.01	3056828
0.30	0.14	-1.03	3061040
0.30	0.14	-1.03	3065256
0.27	0.14	-1.02	3069476
0.27	0.14	-1.02	3073696
0.27	0.14	-1.02	3077924
0.25	0.15	-1.03	3082148
0.25	0.15	-1.03	3089128
0.23	0.13	-1.05	3093356
0.23	0.13	-1.05	3097584
0.20	0.12	-1.03	3101804
0.20	0.12	-1.03	3106020
0.19	0.11	-1.03	3110240
0.19	0.11	-1.03	3114460
0.19	0.11	-1.03	3118684
0.19	0.12	-1.03	3122904
0.19	0.12	-1.03	3127132
0.19	0.11	-1.03	3131356
0.19	0.11	-1.03	3135580
0.19	0.11	-1.03	3139800
0.21	0.11	-1.02	3144024
0.21	0.11	-1.02	3148252
0.21	0.10	-1.02	3152472
0.21	0.10	-1.02	3156684
0.21	0.10	-1.02	3160904
0.22	0.10	-1.01	3165120
0.22	0.10	-1.01	3169336
0.23	0.10	-1.00	3176328
0.23	0.10	-1.00	3180536
0.24	0.09	-0.99	3184756
0.24	0.09	-0.99	3188964
0.25	0.09	-0.99	3193176
0.25	0.09	-0.99	3197392
0.25	0.09	-0.99	3201608
0.25	0.11	-0.99	3205824
0.25	0.11	-0.99	3210044
0.28	0.11	-0.97	3214264
0.28	0.11	-0.97	3218476
0.29	0.11	-0.97	3222696
0.29	0.11	-0.97	3226912
0.29	0.11	-0.97	3231128
0.32	0.11	-0.97	3235344
0.32	0.11	-0.97	3239564
0.34	0.09	-0.97	3243784
0.34	0.09	-0.97	3247996
0.34	0.09	-0.97	3252204
0.36	0.10	-0.97	3259176
0.36	0.13	-0.94	3263396
0.36	0.13	-0.94	3267616
0.36	0.13	-0.94	3271836
0.37	0.09	-0.97	3276048
0.37	0.09	-0.97	3280256
0.39	0.09	-0.97	3284464
0.39	0.09	-0.97	3288668
0.39	0.09	-0.97	3292872
0.39	0.11	-0.96	3297088
0.39	0.11	-0.96	3301304
0.37	0.11	-0.98	3305520
0.37	0.11	-0.98	3309744
0.37	0.11	-0.98	3313956
0.36	0.11	-0.98	3318172
0.36	0.11	-0.98	3322384
0.36	0.12	-0.98	3326600
0.36	0.12	-0.98	3330820
0.34	0.13	-0.99	3335044
0.34	0.13	-0.99	3339260
0.34	0.13	-0.99	3346236
0.33	0.13	-0.99	3350452
0.33	0.13	-0.99	3354672
0.32	0.12	-0.98	3358896
0.32	0.12	-0.98	3363112
0.30	0.13	-0.98	3367320
0.30	0.13	-0.98	3371528
-104.82	123.83	1.00	3375924
0.31	0.14	-0.99	3380144
0.31	0.14	-0.99	3384360
0.30	0.13	-1.00	3388572
0.30	0.13	-1.00	3392784
0.28	0.14	-1.00	3397000
0.28	0.14	-1.00	3401216
0.28	0.14	-1.00	3405428
0.26	0.14	-1.02	3409648
0.26	0.14	-1.02	3413876
0.25	0.13	-1.03	3418100
0.25	0.13	-1.03	3422328
0.25	0.13	-1.03	3426548
0.25	0.14	-1.03	3433520
0.23	0.13	-1.04	3437744
0.23	0.13	-1.04	3441964
0.23	0.13	-1.04	3446184
0.23	0.13	-1.04	3450408
0.23	0.13	-1.04	3454620
0.23	0.14	-1.05	3458852
0.23	0.14	-1.05	3463068
0.23	0.14	-1.05	3467288
0.25	0.14	-1.03	3471516
0.25	0.14	-1.03	3475740
0.26	0.13	-1.04	3479960
0.26	0.13	-1.04	3484180
0.26	0.13	-1.04	3488400
0.27	0.12	-1.05	3492628
0.27	0.12	-1.05	3496856
0.28	0.12	-1.04	3501072
0.28	0.12	-1.04	3505296
0.30	0.12	-1.04	3509512
0.30	0.12	-1.04	3524120
0.30	0.11	-1.04	3528344
0.31	0.11	-1.03	3532580
0.31	0.11	-1.03	3536808
0.32	0.11	-1.03	3541036
0.32	0.11	-1.03	3545272
0.32	0.11	-1.03	3549500
0.31	0.11	-1.03	3553732
0.31	0.11	-1.03	3557968
0.32	0.10	-1.03	3562188
0.32	0.10	-1.03	3566416
0.33	0.09	-1.01	3570632
0.33	0.09	-1.01	3574856
0.33	0.09	-1.01	3579080
0.33	0.08	-1.02	3583296
0.33	0.08	-1.02	3587516
0.34	0.07	-1.01	3591740
0.34	0.07	-1.01	3595956
0.34	0.07	-1.01	3600180
0.34	0.08	-1.00	3604392
0.34	0.08	-1.00	3611548
0.34	0.08	-1.00	3615760
0.34	0.08	-1.00	3619976
0.34	0.08	-0.99	3624184
0.34	0.08	-0.99	3628400
0.33	0.09	-0.98	3632612
